Customer_ID,Age,Gender,Marital_Status,Income,Total_Transaction_Count,Total_Transaction_Amount,Average_Transaction_Amount,Transaction_Frequency,Online_Banking_Usage,ATM_Usage,Mobile_App_Usage,Num_Active_Banking_Products,Credit_Score,Outstanding_Debt,Num_Savings_Accounts,Investment_Portfolio_Details,Location,State,Zip_Code,Branch_Proximity,Preferred_Communication_Channel,Preferred_Banking_Channel,Frequency_of_Logins,Duration_of_Online_Sessions,Response_to_Marketing_Campaigns,Length_of_Customer_Relationship,Churn_Status,Overdraft_Incidents,Late_Payments,Feedback_Scores,Customer_Service_Interactions
1169,18,Male,Married,49790,7,4981.459426896983,36.14100732943177,Weekly,0,1,0,3,537,917.4160218001153,1,Low,City_13,State_8,18168,1.9550853312346477,Email,In-person,1,112.80265715085945,High,21,0,0,1,4,2
1170,57,Female,Single,88655,72,2729.533630897507,425.31127459722865,Monthly,1,0,0,4,592,3017.1492924738354,0,Low,City_70,State_6,34966,1.9239410912459625,SMS,Online,4,60.117023390235545,High,98,1,2,0,2,5
1171,32,Female,Divorced,89643,45,7073.0942690740885,318.4600578547983,Weekly,1,0,1,3,486,282.554704622599,1,Low,City_22,State_6,14915,4.747743601893243,Phone,Mobile,5,7.33770851674283,High,74,1,0,1,5,2
1172,38,Male,Married,77374,41,8047.380147474177,249.46602251188497,Monthly,0,0,1,4,335,3046.1917778596116,1,High,City_17,State_4,49009,1.2972610751205504,Phone,Online,17,45.06155437465742,Medium,87,0,0,0,5,4
1173,64,Male,Married,72907,55,2465.1564871090077,446.0822155172514,Weekly,1,1,1,3,555,2770.085095538094,1,Medium,City_59,State_2,58921,3.2948592315367162,SMS,Online,5,19.982496544473946,High,47,0,1,0,1,2
1174,26,Male,Divorced,80071,19,514.0340754860072,424.2152390281428,Weekly,0,0,1,2,734,3276.2741541954974,0,Medium,City_86,State_4,74267,2.8105907839440727,SMS,Mobile,4,46.78913597050659,High,111,0,2,0,4,6
1175,26,Female,Divorced,64812,12,6276.500537313407,155.50309701725027,Weekly,0,0,0,1,307,4477.378028761969,1,Low,City_70,State_2,91733,5.404476351912173,SMS,Mobile,15,74.95018577910926,Medium,49,1,0,0,5,6
1176,27,Female,Single,79570,42,5668.869979439634,397.8293073489312,Weekly,0,1,0,1,477,4251.790526197683,1,Medium,City_3,State_7,39011,1.1004360149638954,SMS,Mobile,10,7.606414570021272,Medium,58,1,2,1,1,0
1177,43,Female,Divorced,80901,87,4081.0984347858766,58.75055749456258,Monthly,0,1,0,1,541,4903.270957812694,0,High,City_70,State_9,93474,7.081601052375734,Phone,In-person,5,105.07306109120488,Low,40,0,0,1,1,5
1178,58,Male,Divorced,90186,60,6474.550023554781,413.15432837901136,Monthly,0,1,1,2,340,4881.205164682875,0,Low,City_81,State_2,14047,8.700285764176623,Email,In-person,14,75.18554862384018,Low,41,1,1,1,2,2
1179,52,Male,Divorced,80251,51,5551.0716500529215,340.97325283139276,Monthly,0,1,1,2,656,3861.598466868763,1,Medium,City_99,State_9,26515,7.3606736641537385,Phone,In-person,13,38.96776576978439,High,27,0,0,0,4,6
1180,42,Female,Single,95171,94,2580.7576082825085,53.05450215665194,Monthly,0,0,1,3,412,4782.09811088864,2,Medium,City_49,State_9,79215,8.362703524258,SMS,Online,19,40.788595001292386,Low,29,1,0,1,3,0
1181,43,Male,Divorced,66160,14,4037.5168586649515,344.70928500232634,Monthly,0,0,0,3,465,4336.41942944556,1,Medium,City_50,State_8,32737,6.789847634183679,Email,Mobile,8,58.55184029935734,Medium,81,0,0,1,1,9
1182,28,Female,Divorced,49156,82,4338.324340497693,294.4544455714214,Weekly,0,0,0,3,803,3637.9122494748644,0,Medium,City_35,State_1,94996,5.566303309502275,Phone,Mobile,12,33.53055769020625,Low,108,1,2,1,3,2
1183,55,Male,Single,47929,53,8814.45514530808,301.32954956107193,Monthly,1,0,1,3,377,376.921273218776,0,Low,City_23,State_5,39048,2.9711943757870065,SMS,Online,19,5.499321692508815,Low,17,0,2,1,2,9
1184,19,Male,Divorced,96606,45,9612.951125876698,152.52332821355228,Weekly,1,1,0,1,495,245.24944134943883,0,Low,City_72,State_4,22927,3.516637129145777,Email,In-person,19,8.054106540615269,Medium,40,1,1,1,1,1
1185,24,Male,Divorced,92559,87,8940.713487725321,140.5836280062942,Monthly,0,1,1,3,701,4187.997837528851,2,High,City_7,State_7,74565,3.859372033475659,Email,Mobile,6,46.14017727678228,High,55,1,2,0,4,7
1186,35,Male,Single,84205,34,7219.862438114598,383.64220490646983,Monthly,1,0,1,2,363,2448.2792893584915,0,Low,City_50,State_8,44289,1.342159025198354,SMS,Online,8,19.285492809989954,Low,88,0,2,0,3,7
1187,44,Female,Married,98475,9,5891.428062697636,135.83860569844717,Monthly,1,1,1,2,724,4073.0334218746043,2,Medium,City_10,State_8,62421,9.217798942707102,Email,In-person,10,7.571822584414417,Low,106,0,2,0,4,8
1188,51,Male,Single,94341,99,6923.690191112954,228.66850338685035,Monthly,0,1,0,2,341,1564.591353276097,0,Medium,City_90,State_2,59592,9.102724323700366,Phone,Online,17,103.81596605400664,High,83,0,1,0,3,8
1189,44,Female,Divorced,72863,75,9397.18128525362,350.4466093134045,Weekly,0,1,1,4,672,1988.249291615064,0,Medium,City_55,State_3,85469,1.9700006457695967,Phone,In-person,1,36.525791068928115,Low,92,1,1,1,2,1
1190,34,Female,Divorced,95439,87,2574.9874787159342,49.01196315044451,Monthly,1,1,1,4,605,3500.9336050596594,1,High,City_74,State_7,95311,6.010242089950478,Phone,Online,19,62.85909637418214,High,45,0,1,1,1,6
1191,60,Female,Divorced,37194,35,5397.693025966709,301.328707479712,Weekly,0,1,0,4,508,4576.633684660466,2,Low,City_19,State_4,24836,5.2087716478345225,Email,In-person,12,25.632044682036664,Medium,27,0,1,1,1,6
1192,61,Male,Single,96214,56,6927.119388104038,298.79442259757747,Weekly,0,0,1,3,766,438.8073723944297,1,Low,City_23,State_6,95641,7.150725973377958,Email,Online,2,10.37337180803266,Medium,52,0,0,1,2,3
1193,41,Female,Divorced,59777,92,6824.545313110319,345.2720683351325,Monthly,0,0,1,1,603,4307.390723173031,2,Low,City_95,State_8,55078,6.427158944845011,SMS,Online,17,90.65962444118686,High,117,0,1,0,5,5
1194,42,Female,Divorced,56183,27,2597.5616998106807,191.26476669977274,Weekly,1,1,0,1,691,3965.063624396826,0,Medium,City_64,State_8,49543,2.1188962106139773,SMS,Online,7,19.370038284380094,Medium,119,1,1,1,3,0
1195,24,Female,Single,57445,52,5908.642121158544,230.00008929128145,Weekly,0,1,1,3,452,1577.6963536492733,0,Medium,City_33,State_7,99080,6.940698804656161,Email,Online,14,7.957443776420744,Medium,80,0,0,1,3,5
1196,23,Male,Married,97038,44,7979.540109959548,171.68496383289988,Monthly,1,0,1,3,661,1776.0830706577979,2,Medium,City_66,State_2,25953,6.479850735604339,Phone,Mobile,14,72.53148775029213,Medium,71,0,0,1,5,0
1197,41,Male,Married,46198,10,4803.281902497414,406.00244112250016,Weekly,0,0,1,4,563,232.30738610954816,1,High,City_92,State_2,67027,5.7810127417642505,Email,Mobile,12,6.548770828466702,Medium,15,1,2,1,2,4
1198,50,Female,Divorced,51411,42,7953.650959317476,73.99927241770492,Monthly,0,1,0,2,515,78.70305558358992,2,High,City_96,State_3,84931,4.621656399159041,Phone,Mobile,16,55.17288365318698,Medium,48,0,2,0,4,3
1199,46,Male,Single,80577,45,3662.8377177700922,481.84743725191163,Monthly,1,1,1,2,842,2385.0306317886457,2,Medium,City_97,State_4,61039,9.594288946478478,SMS,Mobile,18,38.21614557494886,Medium,74,0,1,1,4,5
1200,60,Female,Divorced,45867,31,9393.725258921213,321.06971642981654,Weekly,0,1,1,4,823,477.69822748655264,2,High,City_9,State_1,79806,8.644956051800044,Email,Online,8,41.73306826784158,Low,99,0,2,0,2,4
1201,39,Female,Single,92501,79,5385.891560941101,444.5842949521662,Weekly,1,0,1,4,493,970.0090720760651,0,High,City_29,State_5,83925,6.265764774279282,Email,Mobile,2,5.448389958113424,Low,90,0,0,0,4,4
1202,43,Male,Single,44266,73,5999.8847128468815,218.85341454973448,Weekly,1,1,0,1,326,4233.835997633318,2,High,City_79,State_7,87253,1.057400427408548,Email,Mobile,11,115.89979924402147,Low,118,0,2,1,2,2
1203,45,Female,Married,69422,61,410.47953116542516,172.81674449207836,Weekly,0,1,0,4,345,2855.1419562522624,0,Low,City_18,State_5,43512,4.889109179527958,Phone,Online,1,64.45075678560687,Medium,102,0,2,0,3,9
1204,38,Male,Married,65208,21,1785.6644575730832,451.35564696075187,Weekly,0,1,0,2,357,3168.162186330567,1,High,City_82,State_7,31930,7.303057556950891,SMS,Mobile,10,70.83889529979363,Low,30,0,1,0,3,1
1205,24,Male,Single,61213,75,6366.045416663343,58.44778414938836,Weekly,1,1,1,2,312,937.3966541596002,0,Medium,City_71,State_5,59604,2.0556481129254305,Phone,Mobile,18,81.60408576488322,High,115,1,0,1,5,6
1206,34,Female,Divorced,37367,95,4256.716680644486,67.38254343758612,Weekly,1,1,0,3,348,4143.3090222720975,1,Low,City_78,State_8,13262,4.65894654914568,SMS,In-person,16,96.7150059707232,High,52,1,0,1,2,9
1207,37,Male,Married,65362,51,5130.82152553593,156.6799204774919,Monthly,0,1,1,1,393,4339.898862198737,1,High,City_29,State_7,21213,2.725527015573743,Phone,Mobile,2,74.90954837555522,High,12,0,2,0,4,7
1208,58,Male,Divorced,81588,83,723.4169464636343,480.28974106549606,Monthly,0,1,0,3,750,2616.637968565217,1,Medium,City_83,State_1,34129,4.043286884339359,SMS,In-person,17,92.65278213173052,Low,109,0,2,1,2,4
1209,37,Female,Married,68285,17,8357.938860262804,320.20361883390245,Monthly,0,1,0,1,678,4562.788859393299,0,High,City_61,State_1,76034,1.2400228361784078,Phone,Mobile,16,56.604558851730694,Medium,33,1,2,1,1,8
1210,39,Female,Married,66307,15,7866.605462732551,281.5549113415451,Weekly,0,0,0,3,309,4224.143124772908,2,Medium,City_5,State_5,70606,2.140591440384094,Email,Online,19,47.69664114651615,High,85,0,1,0,5,0
1211,45,Male,Divorced,49867,94,1935.0043596463104,355.6246048141561,Weekly,0,0,0,1,815,3656.6208833721903,0,Medium,City_69,State_2,26524,5.092811651253344,Phone,Mobile,5,99.66039936045128,Low,50,1,2,0,1,2
1212,57,Male,Married,86523,90,6379.860636848056,214.56253247830142,Weekly,1,0,1,4,523,3670.3795784681433,1,High,City_56,State_9,28098,9.083709289322023,Email,Online,6,104.51071027994824,Low,106,1,2,0,5,7
1213,24,Female,Married,36378,96,8201.320595377289,381.4560156961916,Monthly,1,1,0,2,680,526.9673697543165,2,High,City_52,State_2,86548,5.415234594407745,Email,Mobile,17,20.847767025497387,Medium,72,0,1,1,5,4
1214,18,Male,Divorced,57926,28,6444.45595051444,202.68304200671002,Monthly,1,0,1,4,840,1354.1801884783288,0,Low,City_15,State_9,69811,5.077697218370957,Email,Mobile,16,67.40592150040703,Medium,114,1,0,0,5,1
1215,49,Male,Married,43180,97,3172.941143428864,414.91796057966764,Monthly,1,0,1,1,601,334.23609908838023,1,High,City_90,State_2,59827,8.088124536743402,Phone,Online,16,83.61887950590832,Low,88,1,1,1,1,9
1216,30,Male,Married,66931,77,6595.500389733855,140.97459021748722,Weekly,0,0,1,1,502,43.406046131543306,1,Medium,City_88,State_4,46273,3.4104706924236017,Email,Online,7,14.613854712676185,Medium,17,0,2,0,5,8
1217,47,Male,Married,54014,8,2183.5713020638013,145.9978630560319,Monthly,1,0,0,3,495,791.5476569195506,2,Low,City_83,State_3,72903,1.8556187430237048,Phone,Online,16,111.90363392541644,Medium,88,0,2,0,2,0
1218,40,Male,Divorced,88502,50,3250.7244730662665,265.9678196591002,Monthly,0,0,0,1,621,4402.4359132347,0,Medium,City_20,State_6,79138,2.886153583030112,SMS,Online,9,64.81262386247005,Medium,118,0,0,0,2,2
1219,36,Male,Single,35470,22,2476.6895657610685,221.0729675972502,Weekly,0,1,1,4,717,1199.3702951802577,2,Medium,City_73,State_4,33059,8.121707532543542,Phone,In-person,6,79.22760299142651,Medium,16,0,1,0,1,3
1220,49,Male,Divorced,44953,47,5613.558513663044,327.57676369950076,Monthly,0,0,0,1,641,4850.769812958609,2,High,City_92,State_9,51877,7.093431325842564,Phone,In-person,16,25.497916030390673,Medium,8,0,2,1,3,6
1221,47,Female,Single,68507,84,1171.4438029789312,188.50246979005368,Monthly,0,1,1,1,688,2986.4549978060304,2,Medium,City_16,State_9,52782,1.8237986402863227,Phone,Online,9,35.409989344874134,Low,66,0,0,0,3,3
1222,46,Female,Married,36523,37,9339.772765448553,122.96981804447974,Monthly,0,1,0,3,308,1186.292438173452,2,High,City_75,State_9,32888,7.003838442551047,SMS,In-person,4,18.91513991833827,High,71,0,2,1,1,1
1223,62,Female,Single,87190,97,3401.7723012623815,240.20619581262153,Weekly,1,0,0,1,831,2485.654017421064,0,Medium,City_98,State_3,38398,9.383963363959376,SMS,Mobile,6,35.35985301319722,Low,61,0,0,1,5,1
1224,46,Female,Divorced,77761,14,2267.804258347433,284.86868475360166,Monthly,0,1,1,3,448,1095.4741135005768,2,Low,City_25,State_3,20795,1.404594604012205,SMS,Mobile,14,61.62562800855686,Low,115,0,2,1,5,9
1225,47,Female,Divorced,61169,77,5015.84315465813,79.87402637654831,Weekly,0,0,0,2,682,4919.86779091187,1,High,City_57,State_4,96723,6.5477628632605205,Email,Mobile,3,100.86740393758907,Low,31,0,2,0,5,0
1226,33,Male,Married,75641,63,2842.2784027016887,282.792126609251,Weekly,0,1,1,3,828,4236.324919524819,1,Low,City_21,State_9,93650,4.412481128046208,Phone,In-person,17,66.3781927273418,Low,91,0,0,1,1,6
1227,57,Male,Single,52990,35,5395.550455188179,166.43578557146947,Monthly,1,1,1,1,311,131.1939439116455,1,High,City_5,State_6,87156,5.509283131121549,Phone,In-person,11,33.11331379657605,Low,86,1,0,1,5,8
1228,36,Male,Married,59661,32,3550.2405828426463,202.30142358556887,Monthly,0,0,0,2,775,4738.880157337356,2,Low,City_75,State_9,81512,5.753609343808189,Email,Mobile,8,10.131423612433718,Medium,39,1,2,0,2,9
1229,35,Male,Married,43419,64,1407.461426613504,146.8658832410078,Weekly,0,1,0,1,352,3605.3255365144364,1,High,City_9,State_8,39232,7.939414877206184,Email,Online,8,76.52653112930551,High,119,1,0,0,5,1
1230,18,Female,Divorced,44457,7,2732.362896069894,466.39106061859934,Weekly,0,1,0,3,735,411.90626010639164,0,Low,City_11,State_7,23284,6.01311267795645,Phone,Mobile,4,53.31838819716452,Medium,60,0,2,0,1,6
1231,31,Male,Single,97600,59,4440.554465119099,344.8347778273048,Weekly,1,1,1,4,505,3353.1887316322277,2,Low,City_65,State_5,72630,6.337770653125988,Email,In-person,15,118.20069468396305,High,84,0,2,0,5,7
1232,64,Male,Single,63085,18,399.9029421482937,138.60555258633485,Weekly,0,1,0,2,353,3234.633489828427,2,High,City_63,State_9,44574,3.9962065939462854,Email,Mobile,16,94.67238682234469,Low,81,1,1,1,2,2
1233,19,Female,Single,80654,62,7729.361017446144,326.06535393045556,Weekly,1,1,0,4,789,1093.9437290379174,2,High,City_26,State_4,71702,2.1335076800584787,SMS,Mobile,11,97.96172421643747,Low,21,1,2,0,1,3
1234,45,Male,Single,36130,93,6256.063189445116,425.8004806952026,Monthly,1,1,0,4,643,3792.233500037878,0,Medium,City_74,State_4,75139,7.14459100079649,Email,In-person,7,6.407027631245631,Low,85,1,2,0,3,8
1235,47,Male,Married,32042,19,6053.460112055707,206.79880208305664,Weekly,0,1,0,2,468,435.3235165648356,2,Medium,City_19,State_8,73683,1.0043392643060647,Email,In-person,18,94.44646328396657,Low,44,1,0,0,1,3
1236,55,Female,Married,72982,6,5505.894325639383,416.67917948652934,Monthly,1,1,1,4,460,2447.225906156239,2,High,City_16,State_4,84081,3.958454525413323,Phone,In-person,6,27.380530727681673,Low,11,1,1,0,4,5
1237,21,Male,Divorced,95185,28,5944.100406018179,85.66332272659626,Weekly,1,0,0,4,826,49.61603581543961,1,High,City_56,State_7,43708,2.9623955898219396,Email,In-person,4,72.36652531315518,Low,115,1,0,0,3,7
1238,18,Male,Married,63477,82,9353.054331801484,413.16286878442236,Monthly,0,1,1,4,826,4843.687444473732,1,Low,City_68,State_4,17787,4.496800966805147,Email,Mobile,5,56.453480816307646,Low,77,0,0,1,3,9
1239,25,Male,Married,82709,68,184.83518702633285,274.7441789094595,Weekly,0,0,0,4,586,3757.818158884547,2,Low,City_78,State_1,79481,3.8014122435744304,Email,In-person,3,70.73444281643319,High,57,1,2,1,1,1
1240,46,Male,Divorced,58716,75,573.2171256117177,119.25749912489123,Monthly,0,0,0,2,711,794.2603807982802,0,Medium,City_30,State_9,98978,7.337953717770332,SMS,Online,6,20.346005883644565,Low,30,1,2,0,4,0
1241,56,Male,Divorced,66018,28,1995.784758314943,209.4992784323966,Monthly,0,1,0,1,821,1708.3701997564149,1,Medium,City_7,State_4,38718,3.341854455277928,Phone,In-person,14,57.542543362281826,Low,61,0,2,0,3,6
1242,20,Female,Divorced,38061,31,1756.2836619321859,494.1165662988422,Weekly,1,1,1,4,498,802.8118890408814,2,Medium,City_12,State_3,64000,6.046753110287162,SMS,In-person,1,9.248638884441258,Low,88,0,0,1,5,0
1243,49,Female,Married,38609,41,1893.8251487449083,393.9424481547888,Weekly,1,0,1,2,460,3833.087320646573,1,Low,City_24,State_3,18421,5.101933870521427,Email,Mobile,14,9.714925038357542,High,24,1,0,0,4,3
1244,27,Female,Married,65371,98,6752.244469901637,291.7923170787065,Monthly,0,0,0,2,688,294.48162713857585,1,Low,City_22,State_9,87210,8.209517548019704,Phone,Online,6,80.63988503901803,High,81,0,2,1,4,4
1245,27,Female,Divorced,50805,95,4648.884680396637,66.43031683321753,Monthly,0,0,1,2,773,4202.033277818571,0,Low,City_47,State_8,40596,4.852832390759492,Phone,Online,3,114.44531294930069,Low,78,1,0,1,1,1
1246,36,Female,Divorced,37857,43,9918.610895513462,214.7276756217351,Monthly,0,1,1,2,680,4710.981694178649,2,Medium,City_30,State_7,64004,8.774884701384067,Email,Online,17,94.40018565105005,Medium,110,1,1,1,1,9
1247,63,Female,Divorced,41620,67,2346.170556549154,138.89524186584927,Weekly,1,1,0,3,423,3383.1397140314994,1,High,City_60,State_7,65611,1.0013119084652775,SMS,In-person,14,58.95291476566236,High,98,0,1,1,1,3
1248,51,Male,Married,38177,83,3177.2180001721968,44.79052895764122,Weekly,0,1,0,1,371,1064.827250007171,2,Medium,City_39,State_4,96777,6.443527196850848,Email,Mobile,19,11.425135110622886,Low,32,0,1,0,4,9
1249,50,Female,Married,60111,30,9843.983096336326,275.68015047246433,Weekly,1,0,0,1,467,1800.4504790677538,0,Low,City_20,State_3,72540,1.0882629418074754,SMS,Mobile,7,10.177317187566983,High,10,0,0,0,2,6
1250,40,Female,Single,41826,69,8334.405593942245,445.7009929220293,Weekly,1,1,0,4,583,2386.1993740446565,0,Medium,City_26,State_4,83274,7.425408910091271,Email,In-person,11,23.15761002742668,Medium,31,1,1,0,1,3
1251,45,Male,Married,43890,8,4751.012284717474,341.0439354053213,Monthly,1,1,0,2,793,3023.1238610112687,1,Medium,City_49,State_6,79308,3.114301616453875,Phone,Online,7,117.21820795241305,Low,35,1,2,0,2,0
1252,49,Male,Married,88031,33,5590.509166905298,132.34339011045046,Weekly,1,1,0,3,335,3343.315449058437,0,Medium,City_69,State_4,66887,4.419831265958164,Phone,Online,13,50.846022640733764,High,83,0,2,0,3,9
1253,24,Female,Married,35495,5,8447.461414463121,291.0564574073567,Weekly,0,1,1,2,474,2771.0735765944137,1,Medium,City_42,State_4,22365,4.423937628461534,SMS,Mobile,14,101.99183856535419,Medium,102,1,2,1,5,3
1254,46,Male,Divorced,58481,54,4861.704435858648,472.18479884001476,Weekly,0,0,0,4,498,1756.5696041092788,2,Low,City_6,State_2,86334,8.617801765239024,Email,In-person,11,86.09138047908866,High,40,1,1,1,5,5
1255,25,Female,Married,41267,90,2139.6348634626347,364.2283759322383,Weekly,0,1,0,1,415,4454.586402824515,1,Medium,City_53,State_7,49855,1.9188348480365884,SMS,Online,8,74.62429580984762,High,80,0,1,0,2,4
1256,18,Male,Divorced,36743,15,8301.600931688416,347.8422107093143,Weekly,1,1,0,4,614,406.96029008979116,1,Low,City_34,State_6,74137,7.002072580152363,Phone,In-person,12,114.00000284018029,Low,58,0,0,1,4,3
1257,20,Female,Single,84800,78,5423.94766362887,484.397501451483,Monthly,1,0,0,4,519,2331.2802712174753,0,Medium,City_69,State_2,25775,9.831311462747834,Phone,Mobile,15,31.497330621187526,Low,73,1,2,1,5,1
1258,41,Male,Single,78773,63,1615.1217119218309,401.44792248017217,Weekly,0,1,1,4,433,3877.8241923374035,2,Low,City_10,State_5,77520,1.2014598622384927,SMS,In-person,10,57.312311183952666,High,38,1,0,1,2,9
1259,40,Male,Divorced,87042,66,5105.299728725537,76.94553611838855,Monthly,1,0,1,4,421,304.36332645700446,2,High,City_28,State_6,48022,9.693047788856346,SMS,In-person,2,104.44314105257847,Medium,75,0,1,1,1,5
1260,25,Female,Divorced,79476,85,4190.713467908902,180.34119261833868,Weekly,1,0,1,4,720,3526.6760840565057,1,Low,City_3,State_5,75886,1.1656425604918565,SMS,In-person,13,68.45255037885804,Low,33,0,0,0,2,5
1261,64,Female,Divorced,58552,40,8780.741065629403,482.9189433614662,Weekly,1,1,0,4,791,4098.558113766625,2,Low,City_77,State_4,76448,8.570345126131564,SMS,In-person,10,33.34119105700277,High,79,0,2,0,3,5
1262,54,Female,Married,95242,60,1347.9487704709638,249.95564315701895,Weekly,0,0,0,4,588,3304.156492635261,2,High,City_48,State_9,47213,9.651199776931984,SMS,Online,17,29.025387936861833,High,41,0,0,1,2,3
1263,20,Female,Single,75772,94,8764.577064035453,64.70234820738082,Weekly,0,1,1,1,352,64.68446137677996,1,High,City_66,State_3,68648,9.93724644044725,Email,Mobile,10,91.58131511986463,Low,54,0,0,1,1,7
1264,50,Female,Divorced,73730,25,5170.889066421819,234.71639103944753,Monthly,0,0,1,1,504,900.6851356610313,1,High,City_35,State_2,20715,5.132092068734969,SMS,Online,6,6.470722838990204,Low,95,1,1,0,2,0
1265,45,Male,Married,58948,17,4103.207856813362,351.52668469469234,Monthly,1,0,0,2,647,1710.5653944597539,2,High,City_52,State_9,43059,8.802617556251896,SMS,Online,1,110.13208890133154,High,99,0,1,0,1,9
1266,64,Female,Single,99093,13,1703.4751255891092,498.79862862380816,Weekly,0,1,0,2,350,1168.4501781902295,1,High,City_62,State_8,66902,2.1010558872664453,Phone,Online,17,7.118068633248346,Low,91,1,1,0,1,7
1267,25,Female,Married,99123,15,7038.097830122925,168.71360511596893,Monthly,0,0,0,3,339,4813.260701137137,0,High,City_52,State_9,91314,4.828459047528352,Phone,Online,1,77.56374039128097,High,58,1,1,0,3,7
1268,51,Male,Single,46535,79,9275.386420189401,261.90256869084413,Monthly,0,1,0,3,549,3257.9695705689683,2,Medium,City_47,State_3,25223,3.7717747856472386,Email,Mobile,5,74.54601556583084,Medium,74,1,2,1,3,4
1269,52,Male,Married,96490,74,3816.235803603266,441.043545278399,Weekly,1,1,0,1,517,1484.8547867578516,1,Medium,City_54,State_1,43235,4.556593455463707,SMS,Mobile,15,71.51728237129981,Low,7,1,2,1,5,8
1270,49,Female,Single,76562,5,2491.691506641251,184.08093684809342,Monthly,1,1,1,1,478,4648.487493327228,2,High,City_28,State_1,78813,7.31782767037953,SMS,Online,1,59.54945084967689,Low,102,0,0,1,1,8
1271,41,Male,Single,88535,74,5593.182478291655,63.538162729520046,Monthly,1,1,0,3,482,3702.9709973809345,2,Low,City_23,State_3,64513,1.7873218003847973,Phone,In-person,17,103.02948825919027,High,85,1,2,0,1,9
1272,31,Male,Married,71269,81,7982.240889495315,474.978578750737,Weekly,1,0,1,1,463,1423.0360591352098,0,Low,City_87,State_4,24641,9.983475642957668,Phone,In-person,14,80.82328008340569,Low,76,1,0,1,1,3
1273,49,Female,Divorced,72462,90,137.3001760502772,249.33599528961506,Weekly,1,1,0,3,676,1894.407847009777,0,High,City_35,State_2,64455,6.715604431332277,Phone,In-person,13,94.91416237243025,Medium,69,0,1,0,5,1
1274,63,Male,Single,33127,60,6350.636620314749,256.36401827826614,Monthly,0,0,1,2,796,997.1442915197837,2,Medium,City_32,State_8,62727,8.861658279150358,SMS,In-person,11,18.28500768760683,High,26,1,0,1,4,0
1275,60,Male,Divorced,53147,35,6005.508406916446,314.38807085604924,Weekly,0,1,1,1,760,4855.369991329109,0,Medium,City_2,State_3,21391,8.467260087149011,SMS,In-person,12,10.738343307605874,Medium,40,0,0,1,3,7
1276,33,Female,Married,75528,90,3249.7066394611843,11.732945614580057,Weekly,1,0,1,1,773,2586.482479450366,1,Low,City_16,State_4,98512,7.8939778963492575,Email,Mobile,6,8.280778526924545,Medium,51,0,2,0,3,7
1277,21,Female,Divorced,98931,41,4569.087735689206,466.2542760287361,Weekly,1,0,0,3,336,4480.283437489923,2,High,City_16,State_6,30709,1.3530117801167445,Phone,In-person,11,21.928688329463167,Medium,91,0,0,0,1,6
1278,54,Male,Divorced,96381,51,2544.935919202027,187.1110315395254,Monthly,0,0,0,4,618,1732.4988550842386,0,Medium,City_51,State_6,43832,5.648203689251861,Phone,Mobile,2,81.70590737925781,Medium,53,1,2,1,5,2
1279,38,Male,Divorced,93749,95,7919.868805723244,204.49661256833082,Weekly,1,0,0,4,711,4304.208015487378,2,High,City_67,State_2,47656,3.953335385930561,Phone,In-person,18,61.812501910234644,High,27,1,0,1,1,2
1280,31,Female,Divorced,68672,82,6381.895840324466,95.31353129128514,Weekly,1,1,1,2,655,269.4342421358198,2,High,City_92,State_6,21655,2.016452042396562,Phone,In-person,12,91.50900945863816,Low,11,1,2,1,3,9
1281,48,Male,Divorced,43731,51,5373.845058185954,195.29429051330592,Monthly,1,1,1,1,528,4910.45158762144,1,Low,City_93,State_4,23111,4.086911857779128,Phone,Online,15,27.04898872534236,Medium,38,1,1,0,5,7
1282,35,Male,Single,84512,73,3986.0093643364894,403.9323300802655,Monthly,1,0,0,1,563,4560.171835166513,1,High,City_54,State_5,36269,6.8032273357736415,SMS,Online,9,47.20074982660308,Medium,44,1,2,0,2,7
1283,24,Male,Single,81024,62,2984.705421605248,401.99591955221206,Monthly,1,0,1,3,786,1816.0147238832747,1,High,City_20,State_7,72275,3.0756378575992978,SMS,Online,8,107.17721808319767,High,48,0,1,0,3,1
1284,27,Female,Single,33832,40,8245.091211829971,468.5404520387719,Monthly,0,1,1,4,651,3873.6108265728867,0,Low,City_33,State_7,74532,5.001358863002916,Phone,Mobile,18,112.60717279328134,Medium,30,0,2,0,2,0
1285,24,Male,Married,62332,36,4568.935937292333,207.58244161358994,Monthly,0,0,1,4,741,3761.2896323691302,0,Medium,City_86,State_6,28778,4.6404481926578525,Phone,Mobile,16,110.99885282375475,Medium,23,1,1,1,4,0
1286,50,Male,Divorced,42467,68,5064.32945643256,357.27353683680633,Weekly,1,0,1,2,758,4506.273985514658,0,High,City_8,State_6,56418,1.4721666652577006,SMS,Online,10,99.1050800830877,Medium,46,1,1,0,2,0
1287,40,Female,Single,71025,75,5256.204432353342,258.546402051703,Monthly,1,1,0,4,324,1536.2749056440555,1,Low,City_24,State_6,75539,6.652742764445207,SMS,Online,12,84.14712603875758,Medium,40,1,2,1,5,2
1288,38,Male,Married,43107,46,4538.832660772607,403.9711668643742,Weekly,0,0,1,4,430,2327.6000265707476,2,Medium,City_53,State_4,72660,6.569622120632805,Email,In-person,12,110.07295781315833,Low,29,1,1,0,2,0
