Bank Name,State,Date,Asset Growth (%),Revenue (Million INR),Profitability (%),Interest Rate (%),Inflation Rate (%),GDP Growth (%),Stock Market Index,Loan Portfolio (Million INR),Cost of Funds (%),Regulatory Changes (Binary),Demographic Trends,Geopolitical Events (Binary)
State Bank of India,Chhattisgarh,2023-05-19,7.668392133748462,3077.403595905428,16.20683756650484,5.656141666719618,3.5848748144958917,4.730401132200281,51481.02127261071,7366.139150380248,4.15870704849991,0,Negative,0
State Bank of India,Andhra Pradesh,2023-05-20,4.804409067499218,2995.6250160685804,16.080671312681837,5.179829902583925,4.514734353750418,5.373293838112403,45183.58383999224,7321.454786218303,3.776464173570674,1,Negative,0
State Bank of India,Haryana,2023-05-21,5.680468335264246,2210.947399913261,14.448910145200188,5.392921228982522,5.306241394087539,6.278560446150832,51539.942214202485,7901.2127431597455,4.298080904096608,1,Neutral,1
State Bank of India,Rajasthan,2023-05-22,3.002203676552451,3313.560209448588,12.092369350147852,6.817990901813077,3.1858395557369636,4.61796455256542,51185.85149072115,7459.356827294483,5.459828865564761,0,Positive,0
State Bank of India,West Bengal,2023-05-23,7.947011756821859,3644.206321200451,15.497556340825579,7.5483392186772065,4.7304237589147675,6.127888381422304,48098.4711675328,6104.091677512263,3.951762825867152,1,Negative,0
State Bank of India,Kerala,2023-05-24,3.3900302083006606,2760.8400150151247,13.518609235077653,5.1349904637062735,3.35763132852172,4.063449470048249,45857.94284899489,7768.490347857908,4.724317317886458,1,Positive,1
State Bank of India,Kerala,2023-05-25,7.656390644810754,3551.223701850655,14.701525476857341,7.202453777124939,3.1093831524768554,5.256798933951838,45909.35449913041,7725.350325891452,4.365946099679412,0,Positive,1
State Bank of India,Chhattisgarh,2023-05-26,5.897879893954211,3928.953307801623,17.745486090502904,6.023955937850157,3.158231856486652,6.32759519560836,54232.23746985228,6886.640641545398,3.6420491352986533,0,Neutral,0
State Bank of India,Gujarat,2023-05-27,5.6464207692731545,2407.5329182553783,14.394211905854608,6.435585109758568,5.502492324625324,5.016198867323294,51892.79321225837,7171.726101055843,4.475753211996119,1,Negative,1
State Bank of India,Bihar,2023-05-28,5.076131066099052,3046.6592623894826,17.03880963998656,7.786578649536697,3.3539174508841847,5.691211304336198,46271.026137707406,7952.156664945038,4.904328657296625,0,Positive,1
State Bank of India,Goa,2023-05-29,3.3840188703065524,2574.275916169151,13.131243634495506,5.995914514207536,3.1354540932368757,4.614937698477732,48567.23169308907,7064.608727696333,4.526439951655638,0,Neutral,1
State Bank of India,Madhya Pradesh,2023-05-30,3.0591681920330496,3585.7088380676787,16.034762988150174,6.396010801818458,4.313699661428737,6.225986173378517,50924.82993901597,7810.64365675218,5.244212127493162,1,Neutral,0
State Bank of India,Punjab,2023-05-31,3.322917254421052,3155.186731762315,17.862041726633663,5.041047244282043,5.531980415826075,4.156837309806279,53355.71705090649,6166.077515620373,4.077874033315165,1,Neutral,0
State Bank of India,Manipur,2023-06-01,3.118629572865527,3269.1648351006074,12.611358605237621,5.244796160014515,3.787225129467906,6.557627934626501,45436.609287130086,6382.103737417366,3.6724983426079296,1,Negative,0
State Bank of India,Assam,2023-06-02,6.67750684140052,3595.828319231788,12.049919653363151,5.775774773404352,4.265137852577749,4.594589159265005,47366.33131470009,6881.509886882635,5.373131223316012,1,Negative,1
State Bank of India,Tamil Nadu,2023-06-03,4.100751555000381,2791.94094532491,14.601496755795687,5.083556722463223,3.119767597691254,6.623194095124992,53897.4899029538,7169.51361667461,4.256392699056438,0,Neutral,0
State Bank of India,Haryana,2023-06-04,2.347056059380378,3830.1801368140864,12.555752898308203,6.8941259781447535,4.347235542404627,5.057587723901552,45091.65550183816,7632.4557037256,4.6528111029072665,0,Negative,0
State Bank of India,Punjab,2023-06-05,7.814615780844868,3066.05773449228,16.49030609805739,6.279195070404867,4.732839241911401,6.16805072342346,47013.99102793887,7976.5242302863735,5.084006252260392,1,Negative,1
State Bank of India,Meghalaya,2023-06-06,7.302715309780554,2315.909645670696,17.487291983091353,6.644435608184066,4.712721161256434,4.957675893358566,54590.24175972966,6777.702992948233,4.148627327751161,1,Positive,1
State Bank of India,Madhya Pradesh,2023-06-07,7.566513699171278,3391.798236337605,14.604125836252553,5.523941557688989,3.9972800765230954,6.717735013703942,51134.018465221714,6094.83127228017,4.932329076355222,1,Neutral,0
State Bank of India,Nagaland,2023-06-08,7.9694469358786115,3586.5227008765087,13.552269852932646,5.887796088309848,3.9465995419894067,4.379911376555123,47616.713666375064,7602.34300659065,3.7708376996356563,1,Neutral,1
State Bank of India,West Bengal,2023-06-09,3.043371495316924,2633.5233541350535,14.606419914039659,6.991473424558175,3.3198708568097937,4.535559367817796,45669.91094395848,7208.761438165617,4.08258749441101,0,Negative,0
State Bank of India,Jharkhand,2023-06-10,4.377452113415952,3714.3585139975057,16.340686907100007,7.895908170891199,4.100394961938806,5.479090375476407,45281.91340447222,6397.085717736403,3.7894212722730396,0,Neutral,0
State Bank of India,Odisha,2023-06-11,6.549430854224548,3812.286509531533,12.054324969482225,5.151250320806628,3.298484006618894,4.245815317114438,47447.450796369274,6989.65691324284,5.122461116802715,1,Neutral,0
State Bank of India,Mizoram,2023-06-12,6.176123708322754,2553.808974755618,15.536723936908183,7.671152962565799,5.299787834136155,4.587940554105286,53814.8581958891,7484.620491067449,3.9452984704535705,1,Neutral,1
State Bank of India,Telangana,2023-06-13,2.9233754380391304,3967.042945430444,15.679750109324274,6.7306436039336255,5.898822893244557,6.831299146636043,49159.136542975095,7540.823574137287,4.934807110810421,0,Negative,1
State Bank of India,Odisha,2023-06-14,6.894998749943706,2281.423056097517,15.826129481375613,6.691758700266871,5.9102233700001205,6.929468983443662,52203.33369165993,6999.236823997524,5.386596794491306,0,Negative,0
State Bank of India,West Bengal,2023-06-15,3.346643431019964,2404.03133680498,13.452132479885263,6.500835605623281,5.595213298126182,5.128777987991266,54182.85035379958,6610.429060257718,4.555544418137754,0,Negative,0
State Bank of India,Uttar Pradesh,2023-06-16,3.3429056889357387,2368.449678476052,16.28431634026876,5.20818225771255,4.802376448018857,6.7698580630418075,49080.404616028165,7947.485164076987,4.580058384521376,0,Positive,0
State Bank of India,Tamil Nadu,2023-06-17,5.221846537360482,3787.9794200157407,12.548348917990658,5.269630555208482,5.10259709173164,5.634474027020295,46912.77371037397,7326.725221912986,4.422067136195624,1,Neutral,0
State Bank of India,Uttar Pradesh,2023-06-18,5.557639609050219,3308.585104649924,13.195622018800805,6.802736016977258,3.855617408041242,4.809227397621301,50171.1793085692,6816.475038692597,4.151780286787286,0,Positive,1
State Bank of India,Chhattisgarh,2023-06-19,5.480517247026867,2304.208566444546,17.26482027992689,6.022875714306675,4.892311260517862,6.107196163241796,54080.83687059855,6560.926448409305,4.451310061849834,0,Negative,0
State Bank of India,Uttar Pradesh,2023-06-20,2.5489210243865292,2880.646836736698,16.432338904359398,7.7518041997330425,4.3669486483196325,5.9767054197245715,53043.74414137701,7462.2059660071245,4.705615064533519,0,Positive,0
State Bank of India,Rajasthan,2023-06-21,7.264765175782282,3230.596050139604,12.082473324068072,6.219771612078417,4.446052019330797,6.9673759573262,45658.298433631535,6484.366891187536,5.471983144341319,1,Neutral,1
State Bank of India,Tamil Nadu,2023-06-22,3.5936002555322366,2166.9281699787666,13.490257562218801,5.429844376107924,5.273329681125474,4.79514186222785,51925.728000775816,6343.4199779473765,5.3755291186364484,1,Neutral,0
State Bank of India,Himachal Pradesh,2023-06-23,2.777089527696825,3764.8327368146774,13.286438897958988,7.144156500506108,3.845755066791755,6.016178507985206,50718.975224589536,7059.667777924141,5.2243059165862435,0,Negative,0
State Bank of India,Kerala,2023-06-24,7.332488479213863,3607.2070708830706,13.624837968221836,5.8800602643230295,3.95411883508356,4.1560712650883405,54074.631763464255,6579.974785288284,5.278261071409717,0,Negative,0
State Bank of India,Rajasthan,2023-06-25,7.73390898937852,3010.4135471532763,13.485358621679318,6.57641092206768,5.77392537338591,4.340938116090158,46224.81416850297,7257.81028984723,4.435698366584086,1,Positive,0
State Bank of India,Andhra Pradesh,2023-06-26,7.172765703592704,3934.253230518341,12.375157774457074,7.09349835651551,3.1686728845529166,4.01175512485328,50340.361132046564,6235.877349748467,4.814888654354929,1,Negative,0
State Bank of India,Uttar Pradesh,2023-06-27,6.857096448349268,2835.5219585501995,14.753643099580922,7.700792333606211,4.456902895240021,6.998382043179019,53794.626935118926,7309.882209134643,5.290133445872428,0,Positive,1
State Bank of India,Uttar Pradesh,2023-06-28,5.93145188383413,3968.220638072996,16.39640084871699,7.376573584405028,5.738402401223585,6.406821091442433,49100.23786741743,6566.593055995405,4.285901529982706,1,Neutral,1
State Bank of India,Andhra Pradesh,2023-06-29,5.305144223654835,3335.839997607254,15.640390348304619,7.029083203618172,4.831089023454471,6.360169044200623,49819.94917732867,6000.485868869026,5.423524956690938,0,Neutral,1
State Bank of India,Manipur,2023-06-30,2.5219205594684606,3269.3425465078826,16.037230011588477,7.038899547185431,4.6392212226363965,5.529178225864539,45704.606776669585,6253.872115348353,4.331572124138366,1,Neutral,1
State Bank of India,Arunachal Pradesh,2023-07-01,4.4507192784241925,2331.90979059157,12.486895071217434,7.83777393209626,3.7492325376880657,4.90020124871632,47781.43640448911,7867.230755670188,4.702165330786431,0,Neutral,0
State Bank of India,Sikkim,2023-07-02,4.236131102073884,3763.855516609288,17.708944261060722,5.887472292489608,4.029826467193345,4.453792853388028,48245.066491689475,7734.709278230715,4.919609426544744,0,Neutral,1
State Bank of India,Meghalaya,2023-07-03,3.558522702561957,2854.97937584123,17.03095100305815,5.003336282588562,5.556145247414079,4.854024216539391,54451.22448744887,6467.218064072474,5.401184026151877,1,Positive,1
State Bank of India,Tripura,2023-07-04,6.34052068213151,2324.466811564959,16.830541910973977,5.815863678194596,4.677654395305375,5.127913665787418,47826.67360541159,7556.743809090983,3.989232548104532,0,Neutral,1
State Bank of India,Haryana,2023-07-05,4.975254410472624,2025.215039951518,16.937902830250607,5.653674138880232,4.5442265812703395,6.268930290940882,49608.68735269652,7217.143186347948,4.992261956477284,1,Positive,1
State Bank of India,Madhya Pradesh,2023-07-06,2.4862772954458876,3119.511367276765,17.59626304879657,6.985503755341995,3.2987391406200866,5.618985366709458,51713.044235642796,7941.809422899739,4.541631172288165,1,Neutral,1
State Bank of India,Rajasthan,2023-07-07,3.321099211698868,3054.7992442453524,15.265523796682185,6.901134799296587,3.0480844693653695,4.232450879666448,46621.83372407877,6747.211319068118,4.037114281241282,1,Positive,1
State Bank of India,Andhra Pradesh,2023-07-08,6.0995525819575755,3438.707244738317,13.201692107205755,6.780384148114171,5.891055566061148,4.054087026876736,49864.423871418745,7362.921225034343,5.053213679592782,0,Positive,1
State Bank of India,Meghalaya,2023-07-09,2.456785156941801,3780.516106035604,15.700701647115247,5.048730329628361,4.130958501860524,4.306996538602189,52385.39039475907,6127.0714448478375,4.604444560347693,0,Positive,1
State Bank of India,Gujarat,2023-07-10,7.107241484292612,2158.813169286059,16.457288962007635,7.186334163351942,4.809639186298513,5.231496141092138,53668.55213027066,6792.4946936328115,4.821947641299351,0,Negative,0
State Bank of India,Chhattisgarh,2023-07-11,4.970879162083846,3462.992980680725,16.427504360124153,5.970591237456475,3.239145219561855,6.799578751147055,51262.592746624265,7927.635322376361,4.145802137155802,1,Positive,1
State Bank of India,Sikkim,2023-07-12,4.883519463959888,2374.8238881951643,15.12869414500128,6.995167967019894,5.049342857169139,5.912207443627665,51690.535153169476,7077.961748900241,4.46254790365521,0,Positive,0
State Bank of India,Tamil Nadu,2023-07-13,5.554446707957106,3716.354106314328,12.410752316001469,6.66973528550646,5.797700126117883,6.4054776996265455,46262.83472584569,6575.759006669689,4.734708501976134,0,Neutral,1
State Bank of India,Assam,2023-07-14,6.948085795550895,3638.1270277233125,14.226677630580767,6.0281927762837215,4.726995758992259,5.399123783513645,54457.76497246347,6240.541926257214,4.309821628539688,0,Positive,1
State Bank of India,Kerala,2023-07-15,4.086855247413158,3081.587509971089,17.524599650780143,5.403728801312323,3.378345967126232,5.084998249585128,46325.740774844824,7407.056680363061,3.8967450796954024,0,Positive,1
State Bank of India,Uttar Pradesh,2023-07-16,6.068096915354381,3420.485597246623,15.506693458544557,5.283256692981443,4.74516458242043,4.325201118149868,52746.729371817986,7289.712086859454,5.423280984630608,1,Negative,0
State Bank of India,Meghalaya,2023-07-17,5.394391783974746,2628.7002263674967,15.229991659534281,7.494554999336671,5.299041639313957,6.627799066558615,47648.163217783185,6747.877427207549,4.522935080085235,0,Neutral,0
State Bank of India,Odisha,2023-07-18,3.602169621016528,2942.3357978656295,13.61312108629316,7.755192626244674,4.2192496097220555,6.349480087083709,54335.931437012514,7901.882703731669,4.967840740575401,1,Negative,1
State Bank of India,Chhattisgarh,2023-07-19,7.271779918130948,3643.2737954209433,14.210693519499474,6.949364140292898,5.639513243824403,4.504354292793176,52199.59539369479,6044.405625975701,4.3220943871121165,1,Negative,0
State Bank of India,Sikkim,2023-07-20,6.784556129641569,2918.530394346428,17.372076534919017,5.31030234458145,4.946048860072093,5.536781691628781,52538.13712978369,6607.447703263651,4.210263528051433,1,Negative,1
State Bank of India,Tripura,2023-07-21,5.950711007950553,2715.5965306508833,15.998778285161015,6.206081650664722,5.697746754867607,5.4621244237637345,47190.59173059883,7842.138972599163,4.31432859693425,1,Positive,0
State Bank of India,Maharashtra,2023-07-22,7.103490374565451,2988.4248945005997,16.724322160514,7.186817600315472,4.870515933742012,5.875274658059586,49430.399766351606,6641.870876638881,4.3183932875713,0,Negative,0
State Bank of India,West Bengal,2023-07-23,7.203765205758814,3656.4985048744365,14.72607253840593,7.339462652030204,3.393863916014473,6.838560681973783,51178.13194589286,6504.505667710341,4.588360231883907,0,Negative,0
State Bank of India,Chhattisgarh,2023-07-24,6.250177860290209,2670.4160947417454,15.781483316736947,5.354655866873266,3.9290751333155676,5.739314325287439,52699.73618206601,7068.440819862495,4.586939739962727,0,Neutral,1
State Bank of India,Manipur,2023-07-25,7.022079970182032,2347.5231862714877,13.490301652459245,5.000092156536147,3.6053848447573706,5.620651800335856,46039.5937591239,7647.603499841076,4.494307631765743,1,Neutral,0
State Bank of India,Mizoram,2023-07-26,6.184828770015702,3424.0280406615616,16.232764981700917,7.136411137641815,5.7264794931505865,4.150968798803992,54623.653164545285,6206.293521756722,3.769571569834876,0,Neutral,0
State Bank of India,Maharashtra,2023-07-27,6.080844630561803,3651.9564254161637,14.565608002220024,6.069788527958616,5.281200201862448,4.188722428054072,53902.20670554556,7886.041419291472,4.492150957001062,1,Neutral,1
State Bank of India,Punjab,2023-07-28,5.711668269291106,2201.274957047067,14.655273088888475,5.76344399485478,5.029195106730018,4.562040373980366,47703.48590495584,7590.145762362328,3.838207800841303,0,Negative,0
State Bank of India,Chhattisgarh,2023-07-29,6.516299837345848,2479.7482255118894,15.895933947461291,5.0386924093685765,3.9028989588948653,4.097412315075244,53227.60243032332,6362.500511103104,3.75227157259153,0,Neutral,1
State Bank of India,Kerala,2023-07-30,2.951630631758442,2283.943979521988,17.61768372881356,6.620898220284499,3.5521343161506405,6.230058686710037,50183.239230398234,7424.015922396326,5.3652914346823355,0,Positive,1
State Bank of India,Meghalaya,2023-07-31,7.285224555193571,2695.8828231643333,12.384038079651726,7.553452206277945,5.269353263966735,6.169990911981889,49618.064815620186,6769.917445275114,4.709900026295409,1,Negative,0
State Bank of India,Uttar Pradesh,2023-08-01,7.231061166471392,2900.701957810825,16.948459424082046,7.872894938817764,4.422473837637239,4.408168703294929,48144.341058114056,6804.589356152637,4.818980116249168,0,Neutral,1
State Bank of India,Uttar Pradesh,2023-08-02,2.175483698207355,3497.652673926613,13.75429866247316,6.697234851839868,3.6773686564518875,6.508236702385843,50809.68586631592,7566.580184877733,4.303587340666727,1,Negative,0
State Bank of India,Meghalaya,2023-08-03,6.954900503388576,3302.295169763348,14.663516727038267,6.543383983219682,4.849865934495825,4.464358104538336,52298.89117703598,7925.5696159614645,5.317961783829729,1,Neutral,0
State Bank of India,Rajasthan,2023-08-04,2.773219204840671,3241.8571349568624,12.131479972650054,5.255169156467724,3.121001556415356,4.903526760992077,49109.32904962758,6253.311745694388,4.775860979159331,1,Negative,1
State Bank of India,Gujarat,2023-08-05,4.010713125554851,2704.749893219309,13.806276467005878,6.6466184046278,3.9785107623847606,4.746930697484095,51292.19193008292,6841.2604737576385,5.038339739047175,0,Neutral,0
State Bank of India,Bihar,2023-08-06,6.461049537749647,3682.8951061695197,15.015787455780783,6.139937236896184,4.405670983773404,5.116921295719143,51993.12921155304,6961.883216168607,4.237124938055428,0,Positive,0
State Bank of India,Andhra Pradesh,2023-08-07,2.9645593762898494,2942.574334796329,12.337056464084634,6.821405842650731,3.4438750023282174,4.763991297669886,52111.21817015286,6752.623633909995,5.420023761638251,1,Neutral,1
State Bank of India,Chhattisgarh,2023-08-08,6.907802144714373,3958.209876030309,14.94657437629899,6.16617904362964,5.953963432772518,5.4668527793153565,45519.660981311805,6726.37824743245,5.14092258031663,1,Negative,1
State Bank of India,Tamil Nadu,2023-08-09,6.992805067746452,3268.284276591474,17.562663773150565,5.7208973703511,3.6272920937688427,5.222223644064057,53597.47805685067,6104.537335123193,5.207896926029087,1,Negative,0
State Bank of India,Uttar Pradesh,2023-08-10,5.044806402565017,2252.5294831290057,12.632359308646832,5.28489582568513,3.3910593901297967,6.959708472337979,49582.53314765048,7371.0772411252465,3.8443885348515083,1,Positive,1
State Bank of India,Jharkhand,2023-08-11,2.0383152303010013,3352.355124150868,16.586644368453026,5.944755333766687,3.610604621660689,4.167779050384677,47624.16081696215,6872.4288342400905,4.041926415742439,1,Negative,1
State Bank of India,Sikkim,2023-08-12,3.7222287990494767,2650.208030863398,14.458026320255955,5.2899345028632565,5.307183399479173,4.426544129162055,47417.64507479682,6389.587605287854,4.071253199367154,0,Positive,1
State Bank of India,Chhattisgarh,2023-08-13,5.701561510254454,3372.654393372195,15.931042287146028,5.530690852471952,4.276516977815529,4.158477681725808,49830.14112843951,7632.067004604137,4.041818446493743,0,Negative,1
State Bank of India,Bihar,2023-08-14,7.887117068164541,2139.2822963248113,13.561419587911375,7.962008475738638,4.696247819257614,5.877523584947127,53868.31539468959,7605.121496303256,5.210816324208576,0,Negative,0
State Bank of India,Arunachal Pradesh,2023-08-15,5.7908811621000105,2349.762874351919,12.95695357524815,6.332310670719856,3.0630274709590823,4.163527832241159,48783.47581682647,6972.783256177788,3.563769590417184,1,Positive,0
State Bank of India,Punjab,2023-08-16,3.558821486384959,3711.4745178115727,12.962775685627358,6.59561529951505,3.1032939257199437,6.50931921212837,52497.257467835436,6596.901322295521,3.6521999779615486,1,Negative,1
State Bank of India,Jharkhand,2023-08-17,5.804034218597668,2454.35911404703,12.422951673858869,7.620855586211646,4.337476649481049,5.535815892045783,45968.187309872184,7276.185451592904,4.047829741259807,0,Negative,0
State Bank of India,Uttar Pradesh,2023-08-18,5.239912278295133,3674.08225048588,13.113880229407458,7.986706701472063,5.4499657296048705,5.581022873744601,49760.567021510615,6576.304271554806,3.8997459492988873,0,Positive,1
State Bank of India,Odisha,2023-08-19,6.679072370906861,2558.552176908821,15.98531630993381,6.748143348034045,5.655716636122696,5.684783523136582,54916.86140392735,6472.015860647424,3.9637192277656967,1,Neutral,1
State Bank of India,Uttar Pradesh,2023-08-20,2.6418838329617502,3285.763820117415,17.29014367106105,7.437421463132515,3.2601197027869206,4.512441118918632,52704.37802792337,7461.0293080526535,5.0958863785066,1,Positive,0
State Bank of India,Andhra Pradesh,2023-08-21,6.566167415012168,3388.301147019662,16.884754113546972,5.980823073010026,4.6150893063030685,4.593070909343463,47105.28488440613,6080.650479441902,4.626253187784094,1,Negative,0
State Bank of India,Telangana,2023-08-22,5.247599472056661,3025.3095062901057,16.110805859246906,5.9172318723418735,5.739689058837811,4.956451968619014,50014.41473697911,6189.536942069188,3.511541322585936,0,Neutral,0
State Bank of India,Chhattisgarh,2023-08-23,7.777952023153968,2610.6213533934624,12.662591180466617,6.2081111629836805,4.1639182631936595,5.780489247465554,47336.24763648566,6013.57634804718,4.35864553140839,1,Neutral,0
State Bank of India,Madhya Pradesh,2023-08-24,4.051232996232116,2425.288752742192,13.7351246777757,7.0175217880209475,5.4886974942851054,4.630353327820644,49095.60927262509,6305.886372950852,4.315769853700718,1,Neutral,1
State Bank of India,Bihar,2023-08-25,5.795731358803689,2066.3787091248523,13.858841251934814,7.046575067765296,3.4010869631983085,4.348995181399784,52800.84023734965,6137.980017420919,3.727890538889087,1,Positive,1
State Bank of India,Meghalaya,2023-08-26,7.592168633060105,2607.8928024814477,13.499741678385728,5.945718303948352,5.806183469003396,6.910350659255297,52712.24815290404,7991.604735559837,4.852283577202915,0,Neutral,0
State Bank of India,Telangana,2023-08-27,2.6150583679440755,3306.325581062566,15.090033958258338,5.399629772409886,5.2542699525939085,4.065945444428869,47281.00377902385,6577.619939908179,4.904194376758982,1,Neutral,1
State Bank of India,Meghalaya,2023-08-28,7.623370923418706,3876.6096368969656,15.213322889278036,6.897188769396526,5.824003178360705,6.408092216008065,54222.2331815486,6298.536025338494,4.941786438104195,0,Neutral,0
State Bank of India,Tamil Nadu,2023-08-29,6.12731433380488,3742.408964526104,14.141315851026661,5.384977586566293,5.029851700657519,6.364105448725066,50925.681827648266,6481.992515991836,4.956941891117184,1,Negative,0
State Bank of India,Arunachal Pradesh,2023-08-30,2.4070223546310316,3532.129553070605,14.122734952418616,6.73547752468799,4.090211795998281,4.891642341535288,48799.242909620145,7872.25114308027,3.5001056538645936,1,Positive,0
State Bank of India,Mizoram,2023-08-31,3.8057814016808975,3576.8946865065973,16.97133358743649,7.080266384168927,5.814543517574167,4.406879848021941,50019.355807808606,7040.320446048791,5.407841607693444,0,Positive,1
State Bank of India,West Bengal,2023-09-01,6.2490325318716895,3329.9698069519904,16.735757089918113,7.101834489183355,3.8267003289275356,4.43688594011627,51050.71253437744,6729.636192615713,5.128417534109326,1,Negative,1
State Bank of India,Uttarakhand,2023-09-02,2.40410360881263,2520.573715132006,13.846774990084473,7.26041633197879,3.9965175661851977,6.092294851711578,50598.90531845785,7746.782915818439,5.307963393178571,0,Neutral,0
State Bank of India,Punjab,2023-09-03,5.49302276105764,3814.3900614116596,17.482730663239558,7.6185782646969935,5.102425254005221,5.928419773258521,49864.05035536178,6789.980541098065,3.5312865906148683,1,Negative,0
State Bank of India,Telangana,2023-09-04,4.07529834171774,3341.4646238116684,17.716890102015036,6.499876975894365,5.2959488985761585,6.3482370227541605,50049.328040894005,6670.017139915391,5.367717591571479,0,Negative,0
State Bank of India,Kerala,2023-09-05,5.725493106604863,3120.88126196088,13.960455252180244,7.190747568588714,5.788210451547462,6.812443517197314,46764.11910427886,6414.565045099471,5.119577057376209,1,Neutral,0
State Bank of India,Nagaland,2023-09-06,2.274452202875077,2221.978938426962,14.12654969275833,6.85751820609751,3.6144072271686287,6.075782089799776,53127.3290430468,6755.593647818823,5.174438285917397,0,Neutral,1
State Bank of India,Assam,2023-09-07,7.229220836914258,2894.111087612851,15.033804920531754,5.5599198193930475,5.393994105657672,4.46755460965433,50417.60319941015,6633.368712033852,3.6865747694439372,0,Positive,1
State Bank of India,West Bengal,2023-09-08,7.840933815064382,2920.7165424038526,17.64672487520204,5.077068934608224,5.21563816019089,4.7303278502962325,46310.79861704703,7354.607918596282,4.977556057837195,1,Neutral,0
State Bank of India,Andhra Pradesh,2023-09-09,7.813267131714149,3729.12721904534,17.257916598853868,5.853624157030802,3.1913836687607935,6.526581192619344,52661.57101582778,6579.1654093414545,5.4198333792841815,0,Negative,0
State Bank of India,Andhra Pradesh,2023-09-10,6.497910990457548,3093.296440375577,12.615407775501538,6.329101119012858,4.161669423630621,4.627918227502626,54324.43978377351,7154.399492845123,4.857094682836321,1,Negative,1
State Bank of India,Odisha,2023-09-11,2.780517440783792,2760.801097940819,14.356384459628497,6.851317833285969,3.8482963711802958,4.217566950863445,54473.06899236962,6131.784330063945,4.641122809249213,0,Neutral,0
State Bank of India,Karnataka,2023-09-12,6.549579175574135,3953.6006570213185,15.32022713849863,7.549877991509616,3.913471273062091,6.109840162126751,48690.177324111726,6382.578313393029,5.3912593554979935,1,Positive,1
State Bank of India,Chhattisgarh,2023-09-13,2.147521498752809,2221.4411866526316,15.01879483530924,5.588737150118497,5.948840638664103,5.2075790664704265,46355.16873560754,6814.810543222698,4.385874243468872,1,Negative,1
State Bank of India,Kerala,2023-09-14,2.1327413091739835,2845.0968566238894,13.163178407621356,5.376649369695431,4.928332240439784,6.760120157637711,50183.99626633065,7873.898507817391,4.698587132620958,1,Neutral,0
State Bank of India,Assam,2023-09-15,3.9416613148972477,2084.0493503428106,17.15290062700893,7.890439842422983,5.153028473380498,5.9507652132809845,46126.092293492205,6754.503971431391,4.452676586988733,1,Positive,1
State Bank of India,Andhra Pradesh,2023-09-16,4.931859142427994,3479.8082415338604,16.061644697981023,5.324133678129221,5.929852911945027,4.271256933374982,54339.87418512617,7328.148242399669,5.365692442720598,0,Positive,1
State Bank of India,Andhra Pradesh,2023-09-17,6.622444506846759,3836.1531043983014,17.02745024911082,6.435473210321567,4.131605347372917,6.843569701760982,46835.79627355146,6510.174444842796,3.6521694535310143,1,Negative,1
State Bank of India,Haryana,2023-09-18,6.099772259639031,2560.074659100979,17.152585676096834,6.756691186379905,5.405520505358417,4.775671790920738,47527.65859951164,6254.067151946463,4.502239401650696,1,Negative,1
State Bank of India,Jharkhand,2023-09-19,4.67541623826049,3716.683353598242,16.490135121994438,6.624123262722315,4.303592889913486,5.011637471218857,49066.3652688497,6117.0732001601,4.873904882770876,1,Positive,0
State Bank of India,Karnataka,2023-09-20,3.641759997689995,2584.4364609237955,14.635263607498304,5.258096471098829,5.60860101544494,5.206781241050626,48831.64468559126,6610.826997085503,5.083813076844474,1,Positive,1
State Bank of India,Kerala,2023-09-21,7.982747000946267,3821.5403232878307,15.663280530092546,5.171080742010858,3.5419726239339093,4.15367288921294,52946.62892397889,6315.322053593816,4.666037294888273,1,Positive,1
State Bank of India,Madhya Pradesh,2023-09-22,4.557087813415838,3507.923807193568,12.962192436718459,5.316450282383107,5.843058531192838,5.489546266691814,49563.168205509624,6348.020896032249,5.317835488242908,0,Neutral,1
State Bank of India,Kerala,2023-09-23,4.708322145978053,3609.8135536828772,16.041872504849447,6.756763051617837,3.656315125232639,4.369955473225877,46707.68260003337,7521.5186167739,5.383982893767744,1,Negative,0
State Bank of India,Maharashtra,2023-09-24,2.981742927150015,2036.013111200909,13.075519534435685,6.633034662902963,3.9786615209427945,5.202910980065055,47672.09895486074,6031.676141889749,3.628638446387167,0,Positive,0
State Bank of India,Arunachal Pradesh,2023-09-25,6.768857292499576,3925.620714148052,16.16369754306094,5.701222376110232,5.268576702320342,5.052129363976253,50091.133851875216,7115.620251470869,4.304741079082749,0,Negative,0
State Bank of India,Odisha,2023-09-26,6.162093354688932,3453.3419841406467,13.377588964523811,6.913322425536775,4.18126542469622,6.31852025027951,46474.53917426135,6758.92276118693,3.546918043442309,1,Negative,1
State Bank of India,Nagaland,2023-09-27,3.3246176767325624,2609.5021907722667,12.70530780090132,7.460202506166948,4.82463413029934,6.4095115348981935,51116.55675646014,7013.099999817095,4.158833314748886,1,Negative,0
State Bank of India,Assam,2023-09-28,2.494286273695056,3658.789329717694,12.991706940857744,5.124736879539781,4.333720503208285,4.460238647167264,50657.47306551146,7125.660474429205,4.573736435941204,0,Positive,0
State Bank of India,Tamil Nadu,2023-09-29,6.082995812448279,2563.04239682986,12.011952811314421,6.494389830644128,5.2271098112693455,5.099653562137679,52147.023163822574,6626.735388914556,5.3215898610198975,0,Neutral,0
